,DZD,AOA,ARS,AMD,AUD,EUR,AZN,BHD,BBD,BYN,EUR,BMD,BOB,BAM,BWP,BRL,BGN,CVE,KHR,XAF,CAD,KYD,XAF,CLP,CNY,COP,CDF,XAF,CRC,HRK,EUR,CZK,DKK,DOP,USD,EGP,USD,XAF,EUR,FJD,EUR,EUR,XAF,GEL,EUR,GHS,GIP,EUR,DKK,GTQ,GBP,GYD,HNL,HKD,HUF,ISK,INR,IDR,IQD,EUR,IMP,ILS,EUR,XOF,JMD,JPY,GBP,JOD,KZT,KES,KRW,EUR,KWD,KGS,LAK,EUR,LBP,LYD,CHF,EUR,EUR,MOP,MGA,MWK,MYR,MVR,EUR,MRU,MUR,MXN,MDL,MNT,EUR,MAD,MZN,MMK,NAD,EUR,NZD,NIO,NGN,MKD,NOK,OMR,PKR,"ILS, USD, and JOD",PAB  and USD,PGK,PYG,PEN,PHP,PLN,EUR,USD,QAR,RON,RUB,RWF,XCD,SAR,XOF,RSD,SGD,EUR,EUR,ZAR,EUR,LKR,SZL,SEK,CHF,TWD,TJS,TZS,THB,USD,TTD,TND,TRY,TMT,UGX,UAH,AED,GBP,USD,UYU,UZS,VEF,VND,ZMW,ZWD
MUR,DZDMUR,AOAMUR,ARSMUR,AMDMUR,AUDMUR,EURMUR,AZNMUR,BHDMUR,BBDMUR,BYNMUR,EURMUR,BMDMUR,BOBMUR,BAMMUR,BWPMUR,BRLMUR,BGNMUR,CVEMUR,KHRMUR,XAFMUR,CADMUR,KYDMUR,XAFMUR,CLPMUR,CNYMUR,COPMUR,CDFMUR,XAFMUR,CRCMUR,HRKMUR,EURMUR,CZKMUR,DKKMUR,DOPMUR,USDMUR,EGPMUR,USDMUR,XAFMUR,EURMUR,FJDMUR,EURMUR,EURMUR,XAFMUR,GELMUR,EURMUR,GHSMUR,GIPMUR,EURMUR,DKKMUR,GTQMUR,GBPMUR,GYDMUR,HNLMUR,HKDMUR,HUFMUR,ISKMUR,INRMUR,IDRMUR,IQDMUR,EURMUR,IMPMUR,ILSMUR,EURMUR,XOFMUR,JMDMUR,JPYMUR,GBPMUR,JODMUR,KZTMUR,KESMUR,KRWMUR,EURMUR,KWDMUR,KGSMUR,LAKMUR,EURMUR,LBPMUR,LYDMUR,CHFMUR,EURMUR,EURMUR,MOPMUR,MGAMUR,MWKMUR,MYRMUR,MVRMUR,EURMUR,MRUMUR,1,MXNMUR,MDLMUR,MNTMUR,EURMUR,MADMUR,MZNMUR,MMKMUR,NADMUR,EURMUR,NZDMUR,NIOMUR,NGNMUR,MKDMUR,NOKMUR,OMRMUR,PKRMUR,"ILS, USD, and JODMUR",PAB  and USDMUR,PGKMUR,PYGMUR,PENMUR,PHPMUR,PLNMUR,EURMUR,USDMUR,QARMUR,RONMUR,RUBMUR,RWFMUR,XCDMUR,SARMUR,XOFMUR,RSDMUR,SGDMUR,EURMUR,EURMUR,ZARMUR,EURMUR,LKRMUR,SZLMUR,SEKMUR,CHFMUR,TWDMUR,TJSMUR,TZSMUR,THBMUR,USDMUR,TTDMUR,TNDMUR,TRYMUR,TMTMUR,UGXMUR,UAHMUR,AEDMUR,GBPMUR,USDMUR,UYUMUR,UZSMUR,VEFMUR,VNDMUR,ZMWMUR,ZWDMUR
MXN,DZDMXN,AOAMXN,ARSMXN,AMDMXN,AUDMXN,EURMXN,AZNMXN,BHDMXN,BBDMXN,BYNMXN,EURMXN,BMDMXN,BOBMXN,BAMMXN,BWPMXN,BRLMXN,BGNMXN,CVEMXN,KHRMXN,XAFMXN,CADMXN,KYDMXN,XAFMXN,CLPMXN,CNYMXN,COPMXN,CDFMXN,XAFMXN,CRCMXN,HRKMXN,EURMXN,CZKMXN,DKKMXN,DOPMXN,USDMXN,EGPMXN,USDMXN,XAFMXN,EURMXN,FJDMXN,EURMXN,EURMXN,XAFMXN,GELMXN,EURMXN,GHSMXN,GIPMXN,EURMXN,DKKMXN,GTQMXN,GBPMXN,GYDMXN,HNLMXN,HKDMXN,HUFMXN,ISKMXN,INRMXN,IDRMXN,IQDMXN,EURMXN,IMPMXN,ILSMXN,EURMXN,XOFMXN,JMDMXN,JPYMXN,GBPMXN,JODMXN,KZTMXN,KESMXN,KRWMXN,EURMXN,KWDMXN,KGSMXN,LAKMXN,EURMXN,LBPMXN,LYDMXN,CHFMXN,EURMXN,EURMXN,MOPMXN,MGAMXN,MWKMXN,MYRMXN,MVRMXN,EURMXN,MRUMXN,MURMXN,1,MDLMXN,MNTMXN,EURMXN,MADMXN,MZNMXN,MMKMXN,NADMXN,EURMXN,NZDMXN,NIOMXN,NGNMXN,MKDMXN,NOKMXN,OMRMXN,PKRMXN,"ILS, USD, and JODMXN",PAB  and USDMXN,PGKMXN,PYGMXN,PENMXN,PHPMXN,PLNMXN,EURMXN,USDMXN,QARMXN,RONMXN,RUBMXN,RWFMXN,XCDMXN,SARMXN,XOFMXN,RSDMXN,SGDMXN,EURMXN,EURMXN,ZARMXN,EURMXN,LKRMXN,SZLMXN,SEKMXN,CHFMXN,TWDMXN,TJSMXN,TZSMXN,THBMXN,USDMXN,TTDMXN,TNDMXN,TRYMXN,TMTMXN,UGXMXN,UAHMXN,AEDMXN,GBPMXN,USDMXN,UYUMXN,UZSMXN,VEFMXN,VNDMXN,ZMWMXN,ZWDMXN
MDL,DZDMDL,AOAMDL,ARSMDL,AMDMDL,AUDMDL,EURMDL,AZNMDL,BHDMDL,BBDMDL,BYNMDL,EURMDL,BMDMDL,BOBMDL,BAMMDL,BWPMDL,BRLMDL,BGNMDL,CVEMDL,KHRMDL,XAFMDL,CADMDL,KYDMDL,XAFMDL,CLPMDL,CNYMDL,COPMDL,CDFMDL,XAFMDL,CRCMDL,HRKMDL,EURMDL,CZKMDL,DKKMDL,DOPMDL,USDMDL,EGPMDL,USDMDL,XAFMDL,EURMDL,FJDMDL,EURMDL,EURMDL,XAFMDL,GELMDL,EURMDL,GHSMDL,GIPMDL,EURMDL,DKKMDL,GTQMDL,GBPMDL,GYDMDL,HNLMDL,HKDMDL,HUFMDL,ISKMDL,INRMDL,IDRMDL,IQDMDL,EURMDL,IMPMDL,ILSMDL,EURMDL,XOFMDL,JMDMDL,JPYMDL,GBPMDL,JODMDL,KZTMDL,KESMDL,KRWMDL,EURMDL,KWDMDL,KGSMDL,LAKMDL,EURMDL,LBPMDL,LYDMDL,CHFMDL,EURMDL,EURMDL,MOPMDL,MGAMDL,MWKMDL,MYRMDL,MVRMDL,EURMDL,MRUMDL,MURMDL,MXNMDL,1,MNTMDL,EURMDL,MADMDL,MZNMDL,MMKMDL,NADMDL,EURMDL,NZDMDL,NIOMDL,NGNMDL,MKDMDL,NOKMDL,OMRMDL,PKRMDL,"ILS, USD, and JODMDL",PAB  and USDMDL,PGKMDL,PYGMDL,PENMDL,PHPMDL,PLNMDL,EURMDL,USDMDL,QARMDL,RONMDL,RUBMDL,RWFMDL,XCDMDL,SARMDL,XOFMDL,RSDMDL,SGDMDL,EURMDL,EURMDL,ZARMDL,EURMDL,LKRMDL,SZLMDL,SEKMDL,CHFMDL,TWDMDL,TJSMDL,TZSMDL,THBMDL,USDMDL,TTDMDL,TNDMDL,TRYMDL,TMTMDL,UGXMDL,UAHMDL,AEDMDL,GBPMDL,USDMDL,UYUMDL,UZSMDL,VEFMDL,VNDMDL,ZMWMDL,ZWDMDL
MNT,DZDMNT,AOAMNT,ARSMNT,AMDMNT,AUDMNT,EURMNT,AZNMNT,BHDMNT,BBDMNT,BYNMNT,EURMNT,BMDMNT,BOBMNT,BAMMNT,BWPMNT,BRLMNT,BGNMNT,CVEMNT,KHRMNT,XAFMNT,CADMNT,KYDMNT,XAFMNT,CLPMNT,CNYMNT,COPMNT,CDFMNT,XAFMNT,CRCMNT,HRKMNT,EURMNT,CZKMNT,DKKMNT,DOPMNT,USDMNT,EGPMNT,USDMNT,XAFMNT,EURMNT,FJDMNT,EURMNT,EURMNT,XAFMNT,GELMNT,EURMNT,GHSMNT,GIPMNT,EURMNT,DKKMNT,GTQMNT,GBPMNT,GYDMNT,HNLMNT,HKDMNT,HUFMNT,ISKMNT,INRMNT,IDRMNT,IQDMNT,EURMNT,IMPMNT,ILSMNT,EURMNT,XOFMNT,JMDMNT,JPYMNT,GBPMNT,JODMNT,KZTMNT,KESMNT,KRWMNT,EURMNT,KWDMNT,KGSMNT,LAKMNT,EURMNT,LBPMNT,LYDMNT,CHFMNT,EURMNT,EURMNT,MOPMNT,MGAMNT,MWKMNT,MYRMNT,MVRMNT,EURMNT,MRUMNT,MURMNT,MXNMNT,MDLMNT,1,EURMNT,MADMNT,MZNMNT,MMKMNT,NADMNT,EURMNT,NZDMNT,NIOMNT,NGNMNT,MKDMNT,NOKMNT,OMRMNT,PKRMNT,"ILS, USD, and JODMNT",PAB  and USDMNT,PGKMNT,PYGMNT,PENMNT,PHPMNT,PLNMNT,EURMNT,USDMNT,QARMNT,RONMNT,RUBMNT,RWFMNT,XCDMNT,SARMNT,XOFMNT,RSDMNT,SGDMNT,EURMNT,EURMNT,ZARMNT,EURMNT,LKRMNT,SZLMNT,SEKMNT,CHFMNT,TWDMNT,TJSMNT,TZSMNT,THBMNT,USDMNT,TTDMNT,TNDMNT,TRYMNT,TMTMNT,UGXMNT,UAHMNT,AEDMNT,GBPMNT,USDMNT,UYUMNT,UZSMNT,VEFMNT,VNDMNT,ZMWMNT,ZWDMNT
EUR,DZDEUR,AOAEUR,ARSEUR,AMDEUR,AUDEUR,1,AZNEUR,BHDEUR,BBDEUR,BYNEUR,1,BMDEUR,BOBEUR,BAMEUR,BWPEUR,BRLEUR,BGNEUR,CVEEUR,KHREUR,XAFEUR,CADEUR,KYDEUR,XAFEUR,CLPEUR,CNYEUR,COPEUR,CDFEUR,XAFEUR,CRCEUR,HRKEUR,1,CZKEUR,DKKEUR,DOPEUR,USDEUR,EGPEUR,USDEUR,XAFEUR,1,FJDEUR,1,1,XAFEUR,GELEUR,1,GHSEUR,GIPEUR,1,DKKEUR,GTQEUR,GBPEUR,GYDEUR,HNLEUR,HKDEUR,HUFEUR,ISKEUR,INREUR,IDREUR,IQDEUR,1,IMPEUR,ILSEUR,1,XOFEUR,JMDEUR,JPYEUR,GBPEUR,JODEUR,KZTEUR,KESEUR,KRWEUR,1,KWDEUR,KGSEUR,LAKEUR,1,LBPEUR,LYDEUR,CHFEUR,1,1,MOPEUR,MGAEUR,MWKEUR,MYREUR,MVREUR,1,MRUEUR,MUREUR,MXNEUR,MDLEUR,MNTEUR,1,MADEUR,MZNEUR,MMKEUR,NADEUR,1,NZDEUR,NIOEUR,NGNEUR,MKDEUR,NOKEUR,OMREUR,PKREUR,"ILS, USD, and JODEUR",PAB  and USDEUR,PGKEUR,PYGEUR,PENEUR,PHPEUR,PLNEUR,1,USDEUR,QAREUR,RONEUR,RUBEUR,RWFEUR,XCDEUR,SAREUR,XOFEUR,RSDEUR,SGDEUR,1,1,ZAREUR,1,LKREUR,SZLEUR,SEKEUR,CHFEUR,TWDEUR,TJSEUR,TZSEUR,THBEUR,USDEUR,TTDEUR,TNDEUR,TRYEUR,TMTEUR,UGXEUR,UAHEUR,AEDEUR,GBPEUR,USDEUR,UYUEUR,UZSEUR,VEFEUR,VNDEUR,ZMWEUR,ZWDEUR
MAD,DZDMAD,AOAMAD,ARSMAD,AMDMAD,AUDMAD,EURMAD,AZNMAD,BHDMAD,BBDMAD,BYNMAD,EURMAD,BMDMAD,BOBMAD,BAMMAD,BWPMAD,BRLMAD,BGNMAD,CVEMAD,KHRMAD,XAFMAD,CADMAD,KYDMAD,XAFMAD,CLPMAD,CNYMAD,COPMAD,CDFMAD,XAFMAD,CRCMAD,HRKMAD,EURMAD,CZKMAD,DKKMAD,DOPMAD,USDMAD,EGPMAD,USDMAD,XAFMAD,EURMAD,FJDMAD,EURMAD,EURMAD,XAFMAD,GELMAD,EURMAD,GHSMAD,GIPMAD,EURMAD,DKKMAD,GTQMAD,GBPMAD,GYDMAD,HNLMAD,HKDMAD,HUFMAD,ISKMAD,INRMAD,IDRMAD,IQDMAD,EURMAD,IMPMAD,ILSMAD,EURMAD,XOFMAD,JMDMAD,JPYMAD,GBPMAD,JODMAD,KZTMAD,KESMAD,KRWMAD,EURMAD,KWDMAD,KGSMAD,LAKMAD,EURMAD,LBPMAD,LYDMAD,CHFMAD,EURMAD,EURMAD,MOPMAD,MGAMAD,MWKMAD,MYRMAD,MVRMAD,EURMAD,MRUMAD,MURMAD,MXNMAD,MDLMAD,MNTMAD,EURMAD,1,MZNMAD,MMKMAD,NADMAD,EURMAD,NZDMAD,NIOMAD,NGNMAD,MKDMAD,NOKMAD,OMRMAD,PKRMAD,"ILS, USD, and JODMAD",PAB  and USDMAD,PGKMAD,PYGMAD,PENMAD,PHPMAD,PLNMAD,EURMAD,USDMAD,QARMAD,RONMAD,RUBMAD,RWFMAD,XCDMAD,SARMAD,XOFMAD,RSDMAD,SGDMAD,EURMAD,EURMAD,ZARMAD,EURMAD,LKRMAD,SZLMAD,SEKMAD,CHFMAD,TWDMAD,TJSMAD,TZSMAD,THBMAD,USDMAD,TTDMAD,TNDMAD,TRYMAD,TMTMAD,UGXMAD,UAHMAD,AEDMAD,GBPMAD,USDMAD,UYUMAD,UZSMAD,VEFMAD,VNDMAD,ZMWMAD,ZWDMAD
MZN,DZDMZN,AOAMZN,ARSMZN,AMDMZN,AUDMZN,EURMZN,AZNMZN,BHDMZN,BBDMZN,BYNMZN,EURMZN,BMDMZN,BOBMZN,BAMMZN,BWPMZN,BRLMZN,BGNMZN,CVEMZN,KHRMZN,XAFMZN,CADMZN,KYDMZN,XAFMZN,CLPMZN,CNYMZN,COPMZN,CDFMZN,XAFMZN,CRCMZN,HRKMZN,EURMZN,CZKMZN,DKKMZN,DOPMZN,USDMZN,EGPMZN,USDMZN,XAFMZN,EURMZN,FJDMZN,EURMZN,EURMZN,XAFMZN,GELMZN,EURMZN,GHSMZN,GIPMZN,EURMZN,DKKMZN,GTQMZN,GBPMZN,GYDMZN,HNLMZN,HKDMZN,HUFMZN,ISKMZN,INRMZN,IDRMZN,IQDMZN,EURMZN,IMPMZN,ILSMZN,EURMZN,XOFMZN,JMDMZN,JPYMZN,GBPMZN,JODMZN,KZTMZN,KESMZN,KRWMZN,EURMZN,KWDMZN,KGSMZN,LAKMZN,EURMZN,LBPMZN,LYDMZN,CHFMZN,EURMZN,EURMZN,MOPMZN,MGAMZN,MWKMZN,MYRMZN,MVRMZN,EURMZN,MRUMZN,MURMZN,MXNMZN,MDLMZN,MNTMZN,EURMZN,MADMZN,1,MMKMZN,NADMZN,EURMZN,NZDMZN,NIOMZN,NGNMZN,MKDMZN,NOKMZN,OMRMZN,PKRMZN,"ILS, USD, and JODMZN",PAB  and USDMZN,PGKMZN,PYGMZN,PENMZN,PHPMZN,PLNMZN,EURMZN,USDMZN,QARMZN,RONMZN,RUBMZN,RWFMZN,XCDMZN,SARMZN,XOFMZN,RSDMZN,SGDMZN,EURMZN,EURMZN,ZARMZN,EURMZN,LKRMZN,SZLMZN,SEKMZN,CHFMZN,TWDMZN,TJSMZN,TZSMZN,THBMZN,USDMZN,TTDMZN,TNDMZN,TRYMZN,TMTMZN,UGXMZN,UAHMZN,AEDMZN,GBPMZN,USDMZN,UYUMZN,UZSMZN,VEFMZN,VNDMZN,ZMWMZN,ZWDMZN
MMK,DZDMMK,AOAMMK,ARSMMK,AMDMMK,AUDMMK,EURMMK,AZNMMK,BHDMMK,BBDMMK,BYNMMK,EURMMK,BMDMMK,BOBMMK,BAMMMK,BWPMMK,BRLMMK,BGNMMK,CVEMMK,KHRMMK,XAFMMK,CADMMK,KYDMMK,XAFMMK,CLPMMK,CNYMMK,COPMMK,CDFMMK,XAFMMK,CRCMMK,HRKMMK,EURMMK,CZKMMK,DKKMMK,DOPMMK,USDMMK,EGPMMK,USDMMK,XAFMMK,EURMMK,FJDMMK,EURMMK,EURMMK,XAFMMK,GELMMK,EURMMK,GHSMMK,GIPMMK,EURMMK,DKKMMK,GTQMMK,GBPMMK,GYDMMK,HNLMMK,HKDMMK,HUFMMK,ISKMMK,INRMMK,IDRMMK,IQDMMK,EURMMK,IMPMMK,ILSMMK,EURMMK,XOFMMK,JMDMMK,JPYMMK,GBPMMK,JODMMK,KZTMMK,KESMMK,KRWMMK,EURMMK,KWDMMK,KGSMMK,LAKMMK,EURMMK,LBPMMK,LYDMMK,CHFMMK,EURMMK,EURMMK,MOPMMK,MGAMMK,MWKMMK,MYRMMK,MVRMMK,EURMMK,MRUMMK,MURMMK,MXNMMK,MDLMMK,MNTMMK,EURMMK,MADMMK,MZNMMK,1,NADMMK,EURMMK,NZDMMK,NIOMMK,NGNMMK,MKDMMK,NOKMMK,OMRMMK,PKRMMK,"ILS, USD, and JODMMK",PAB  and USDMMK,PGKMMK,PYGMMK,PENMMK,PHPMMK,PLNMMK,EURMMK,USDMMK,QARMMK,RONMMK,RUBMMK,RWFMMK,XCDMMK,SARMMK,XOFMMK,RSDMMK,SGDMMK,EURMMK,EURMMK,ZARMMK,EURMMK,LKRMMK,SZLMMK,SEKMMK,CHFMMK,TWDMMK,TJSMMK,TZSMMK,THBMMK,USDMMK,TTDMMK,TNDMMK,TRYMMK,TMTMMK,UGXMMK,UAHMMK,AEDMMK,GBPMMK,USDMMK,UYUMMK,UZSMMK,VEFMMK,VNDMMK,ZMWMMK,ZWDMMK
NAD,DZDNAD,AOANAD,ARSNAD,AMDNAD,AUDNAD,EURNAD,AZNNAD,BHDNAD,BBDNAD,BYNNAD,EURNAD,BMDNAD,BOBNAD,BAMNAD,BWPNAD,BRLNAD,BGNNAD,CVENAD,KHRNAD,XAFNAD,CADNAD,KYDNAD,XAFNAD,CLPNAD,CNYNAD,COPNAD,CDFNAD,XAFNAD,CRCNAD,HRKNAD,EURNAD,CZKNAD,DKKNAD,DOPNAD,USDNAD,EGPNAD,USDNAD,XAFNAD,EURNAD,FJDNAD,EURNAD,EURNAD,XAFNAD,GELNAD,EURNAD,GHSNAD,GIPNAD,EURNAD,DKKNAD,GTQNAD,GBPNAD,GYDNAD,HNLNAD,HKDNAD,HUFNAD,ISKNAD,INRNAD,IDRNAD,IQDNAD,EURNAD,IMPNAD,ILSNAD,EURNAD,XOFNAD,JMDNAD,JPYNAD,GBPNAD,JODNAD,KZTNAD,KESNAD,KRWNAD,EURNAD,KWDNAD,KGSNAD,LAKNAD,EURNAD,LBPNAD,LYDNAD,CHFNAD,EURNAD,EURNAD,MOPNAD,MGANAD,MWKNAD,MYRNAD,MVRNAD,EURNAD,MRUNAD,MURNAD,MXNNAD,MDLNAD,MNTNAD,EURNAD,MADNAD,MZNNAD,MMKNAD,1,EURNAD,NZDNAD,NIONAD,NGNNAD,MKDNAD,NOKNAD,OMRNAD,PKRNAD,"ILS, USD, and JODNAD",PAB  and USDNAD,PGKNAD,PYGNAD,PENNAD,PHPNAD,PLNNAD,EURNAD,USDNAD,QARNAD,RONNAD,RUBNAD,RWFNAD,XCDNAD,SARNAD,XOFNAD,RSDNAD,SGDNAD,EURNAD,EURNAD,ZARNAD,EURNAD,LKRNAD,SZLNAD,SEKNAD,CHFNAD,TWDNAD,TJSNAD,TZSNAD,THBNAD,USDNAD,TTDNAD,TNDNAD,TRYNAD,TMTNAD,UGXNAD,UAHNAD,AEDNAD,GBPNAD,USDNAD,UYUNAD,UZSNAD,VEFNAD,VNDNAD,ZMWNAD,ZWDNAD
EUR,DZDEUR,AOAEUR,ARSEUR,AMDEUR,AUDEUR,1,AZNEUR,BHDEUR,BBDEUR,BYNEUR,1,BMDEUR,BOBEUR,BAMEUR,BWPEUR,BRLEUR,BGNEUR,CVEEUR,KHREUR,XAFEUR,CADEUR,KYDEUR,XAFEUR,CLPEUR,CNYEUR,COPEUR,CDFEUR,XAFEUR,CRCEUR,HRKEUR,1,CZKEUR,DKKEUR,DOPEUR,USDEUR,EGPEUR,USDEUR,XAFEUR,1,FJDEUR,1,1,XAFEUR,GELEUR,1,GHSEUR,GIPEUR,1,DKKEUR,GTQEUR,GBPEUR,GYDEUR,HNLEUR,HKDEUR,HUFEUR,ISKEUR,INREUR,IDREUR,IQDEUR,1,IMPEUR,ILSEUR,1,XOFEUR,JMDEUR,JPYEUR,GBPEUR,JODEUR,KZTEUR,KESEUR,KRWEUR,1,KWDEUR,KGSEUR,LAKEUR,1,LBPEUR,LYDEUR,CHFEUR,1,1,MOPEUR,MGAEUR,MWKEUR,MYREUR,MVREUR,1,MRUEUR,MUREUR,MXNEUR,MDLEUR,MNTEUR,1,MADEUR,MZNEUR,MMKEUR,NADEUR,1,NZDEUR,NIOEUR,NGNEUR,MKDEUR,NOKEUR,OMREUR,PKREUR,"ILS, USD, and JODEUR",PAB  and USDEUR,PGKEUR,PYGEUR,PENEUR,PHPEUR,PLNEUR,1,USDEUR,QAREUR,RONEUR,RUBEUR,RWFEUR,XCDEUR,SAREUR,XOFEUR,RSDEUR,SGDEUR,1,1,ZAREUR,1,LKREUR,SZLEUR,SEKEUR,CHFEUR,TWDEUR,TJSEUR,TZSEUR,THBEUR,USDEUR,TTDEUR,TNDEUR,TRYEUR,TMTEUR,UGXEUR,UAHEUR,AEDEUR,GBPEUR,USDEUR,UYUEUR,UZSEUR,VEFEUR,VNDEUR,ZMWEUR,ZWDEUR
NZD,DZDNZD,AOANZD,ARSNZD,AMDNZD,AUDNZD,EURNZD,AZNNZD,BHDNZD,BBDNZD,BYNNZD,EURNZD,BMDNZD,BOBNZD,BAMNZD,BWPNZD,BRLNZD,BGNNZD,CVENZD,KHRNZD,XAFNZD,CADNZD,KYDNZD,XAFNZD,CLPNZD,CNYNZD,COPNZD,CDFNZD,XAFNZD,CRCNZD,HRKNZD,EURNZD,CZKNZD,DKKNZD,DOPNZD,USDNZD,EGPNZD,USDNZD,XAFNZD,EURNZD,FJDNZD,EURNZD,EURNZD,XAFNZD,GELNZD,EURNZD,GHSNZD,GIPNZD,EURNZD,DKKNZD,GTQNZD,GBPNZD,GYDNZD,HNLNZD,HKDNZD,HUFNZD,ISKNZD,INRNZD,IDRNZD,IQDNZD,EURNZD,IMPNZD,ILSNZD,EURNZD,XOFNZD,JMDNZD,JPYNZD,GBPNZD,JODNZD,KZTNZD,KESNZD,KRWNZD,EURNZD,KWDNZD,KGSNZD,LAKNZD,EURNZD,LBPNZD,LYDNZD,CHFNZD,EURNZD,EURNZD,MOPNZD,MGANZD,MWKNZD,MYRNZD,MVRNZD,EURNZD,MRUNZD,MURNZD,MXNNZD,MDLNZD,MNTNZD,EURNZD,MADNZD,MZNNZD,MMKNZD,NADNZD,EURNZD,1,NIONZD,NGNNZD,MKDNZD,NOKNZD,OMRNZD,PKRNZD,"ILS, USD, and JODNZD",PAB  and USDNZD,PGKNZD,PYGNZD,PENNZD,PHPNZD,PLNNZD,EURNZD,USDNZD,QARNZD,RONNZD,RUBNZD,RWFNZD,XCDNZD,SARNZD,XOFNZD,RSDNZD,SGDNZD,EURNZD,EURNZD,ZARNZD,EURNZD,LKRNZD,SZLNZD,SEKNZD,CHFNZD,TWDNZD,TJSNZD,TZSNZD,THBNZD,USDNZD,TTDNZD,TNDNZD,TRYNZD,TMTNZD,UGXNZD,UAHNZD,AEDNZD,GBPNZD,USDNZD,UYUNZD,UZSNZD,VEFNZD,VNDNZD,ZMWNZD,ZWDNZD
NIO,DZDNIO,AOANIO,ARSNIO,AMDNIO,AUDNIO,EURNIO,AZNNIO,BHDNIO,BBDNIO,BYNNIO,EURNIO,BMDNIO,BOBNIO,BAMNIO,BWPNIO,BRLNIO,BGNNIO,CVENIO,KHRNIO,XAFNIO,CADNIO,KYDNIO,XAFNIO,CLPNIO,CNYNIO,COPNIO,CDFNIO,XAFNIO,CRCNIO,HRKNIO,EURNIO,CZKNIO,DKKNIO,DOPNIO,USDNIO,EGPNIO,USDNIO,XAFNIO,EURNIO,FJDNIO,EURNIO,EURNIO,XAFNIO,GELNIO,EURNIO,GHSNIO,GIPNIO,EURNIO,DKKNIO,GTQNIO,GBPNIO,GYDNIO,HNLNIO,HKDNIO,HUFNIO,ISKNIO,INRNIO,IDRNIO,IQDNIO,EURNIO,IMPNIO,ILSNIO,EURNIO,XOFNIO,JMDNIO,JPYNIO,GBPNIO,JODNIO,KZTNIO,KESNIO,KRWNIO,EURNIO,KWDNIO,KGSNIO,LAKNIO,EURNIO,LBPNIO,LYDNIO,CHFNIO,EURNIO,EURNIO,MOPNIO,MGANIO,MWKNIO,MYRNIO,MVRNIO,EURNIO,MRUNIO,MURNIO,MXNNIO,MDLNIO,MNTNIO,EURNIO,MADNIO,MZNNIO,MMKNIO,NADNIO,EURNIO,NZDNIO,1,NGNNIO,MKDNIO,NOKNIO,OMRNIO,PKRNIO,"ILS, USD, and JODNIO",PAB  and USDNIO,PGKNIO,PYGNIO,PENNIO,PHPNIO,PLNNIO,EURNIO,USDNIO,QARNIO,RONNIO,RUBNIO,RWFNIO,XCDNIO,SARNIO,XOFNIO,RSDNIO,SGDNIO,EURNIO,EURNIO,ZARNIO,EURNIO,LKRNIO,SZLNIO,SEKNIO,CHFNIO,TWDNIO,TJSNIO,TZSNIO,THBNIO,USDNIO,TTDNIO,TNDNIO,TRYNIO,TMTNIO,UGXNIO,UAHNIO,AEDNIO,GBPNIO,USDNIO,UYUNIO,UZSNIO,VEFNIO,VNDNIO,ZMWNIO,ZWDNIO
NGN,DZDNGN,AOANGN,ARSNGN,AMDNGN,AUDNGN,EURNGN,AZNNGN,BHDNGN,BBDNGN,BYNNGN,EURNGN,BMDNGN,BOBNGN,BAMNGN,BWPNGN,BRLNGN,BGNNGN,CVENGN,KHRNGN,XAFNGN,CADNGN,KYDNGN,XAFNGN,CLPNGN,CNYNGN,COPNGN,CDFNGN,XAFNGN,CRCNGN,HRKNGN,EURNGN,CZKNGN,DKKNGN,DOPNGN,USDNGN,EGPNGN,USDNGN,XAFNGN,EURNGN,FJDNGN,EURNGN,EURNGN,XAFNGN,GELNGN,EURNGN,GHSNGN,GIPNGN,EURNGN,DKKNGN,GTQNGN,GBPNGN,GYDNGN,HNLNGN,HKDNGN,HUFNGN,ISKNGN,INRNGN,IDRNGN,IQDNGN,EURNGN,IMPNGN,ILSNGN,EURNGN,XOFNGN,JMDNGN,JPYNGN,GBPNGN,JODNGN,KZTNGN,KESNGN,KRWNGN,EURNGN,KWDNGN,KGSNGN,LAKNGN,EURNGN,LBPNGN,LYDNGN,CHFNGN,EURNGN,EURNGN,MOPNGN,MGANGN,MWKNGN,MYRNGN,MVRNGN,EURNGN,MRUNGN,MURNGN,MXNNGN,MDLNGN,MNTNGN,EURNGN,MADNGN,MZNNGN,MMKNGN,NADNGN,EURNGN,NZDNGN,NIONGN,1,MKDNGN,NOKNGN,OMRNGN,PKRNGN,"ILS, USD, and JODNGN",PAB  and USDNGN,PGKNGN,PYGNGN,PENNGN,PHPNGN,PLNNGN,EURNGN,USDNGN,QARNGN,RONNGN,RUBNGN,RWFNGN,XCDNGN,SARNGN,XOFNGN,RSDNGN,SGDNGN,EURNGN,EURNGN,ZARNGN,EURNGN,LKRNGN,SZLNGN,SEKNGN,CHFNGN,TWDNGN,TJSNGN,TZSNGN,THBNGN,USDNGN,TTDNGN,TNDNGN,TRYNGN,TMTNGN,UGXNGN,UAHNGN,AEDNGN,GBPNGN,USDNGN,UYUNGN,UZSNGN,VEFNGN,VNDNGN,ZMWNGN,ZWDNGN
